ENTRY_TIME,EXIT_TIME,DIFF_TIME,DISCOUNTED_POINTS
21:00:43,21:00:50,0.0,0.0
21:00:52,21:00:55,0.0,0.0
22:08:18,22:08:20,0.0,0.0
21:02:43,22:05:56,63.0,1.0
21:04:22,21:04:25,0.0,0.0
22:06:36,21:32:09,27.0,0.0
21:32:49,21:32:52,0.0,0.0
21:33:03,21:34:24,1.0,0.0
22:37:35,22:38:55,64.0,5.0
22:47:32,22:47:41,8.0,0.0
23:48:46,23:20:43,-28.0,0.0
