ENTRY_TIME,EXIT_TIME,DIFF_TIME,DISCOUNTED_POINTS
21:21:07,21:21:13,0.0,0.0
21:21:17,21:21:21,61.0,2.0
22:22:31,22:22:47,35.0,1.0
22:58:14,,,
